LOCATION,Country,INDICATOR,Indicator,SEX,Sex,AGE,Age,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
COL,Colombia,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,17.89999962,,
COL,Colombia,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,23.79999924,,
COL,Colombia,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,26.29999924,,
COL,Colombia,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,25,,
COL,Colombia,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,25.5,,
COL,Colombia,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,25.5,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,6,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,5.599999905,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,5.5,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,5.599999905,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,6,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,7.099999905,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,8,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,9.5,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,10.10000038,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,10.19999981,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,10.69999981,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,10.69999981,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,11,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,10.10000038,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,10,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,10.39999962,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,11.30000019,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,12.69999981,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,13.19999981,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,13.89999962,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,13,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,12.60000038,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,12,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,12.10000038,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,11.19999981,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,10.69999981,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,10.60000038,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,11.10000038,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,11.39999962,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,10.30000019,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,9.800000191,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,9.300000191,,
DNK,Denmark,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,9.5,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,5.099999905,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,5.699999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,5.800000191,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,7,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,7.599999905,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,8.399999619,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,8,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,7.199999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,7.599999905,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,7.800000191,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,7.900000095,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,7.800000191,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,7.199999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,7.699999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,8,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,8.600000382,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,8.800000191,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,9.100000382,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,8.899999619,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,9.399999619,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,9.300000191,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,9.699999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,9.399999619,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,9.800000191,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,9.5,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,9.399999619,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,9.199999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,9.600000382,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,9.600000382,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,9.699999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,9.699999809,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,9.899999619,,
FIN,Finland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,9.800000191,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,5.099999905,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,5.400000095,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,5.800000191,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,6.099999905,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,6.300000191,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,6.800000191,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,7.099999905,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,7.800000191,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,8.5,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,9.5,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,9.800000191,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,10,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,10.39999962,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,11.30000019,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,11.80000019,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,12.19999981,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,12.30000019,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,12.60000038,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,12.69999981,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,12.5,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,12.30000019,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,12.19999981,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,12.60000038,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,12.80000019,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,13.10000038,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,13.30000019,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,13.39999962,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,13.60000038,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,13.60000038,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,13.69999981,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,13.5,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,13.10000038,,
FRA,France,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,12.80000019,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,1.5,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,1.600000024,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,1.899999976,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,2.099999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,2.400000095,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,2.599999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,2.799999952,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,3,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,3.200000048,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,3.400000095,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,3.599999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,3.900000095,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,4.199999809,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,4.599999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,5,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,5.300000191,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,5.5,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,5.599999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,5.699999809,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,5.900000095,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,6,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,6.099999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,6.300000191,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,6.599999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,6.699999809,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,6.800000191,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,6.800000191,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,7,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,7.300000191,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,7.599999905,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,7.400000095,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,7.199999809,,
DEU,Germany,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,7,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,17,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,15.19999981,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,16.39999962,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,17.39999962,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,17.29999924,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,17.5,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,14.10000038,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,16.79999924,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,16.60000038,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,17.5,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,16.70000076,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,19.70000076,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,20.39999962,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,20.70000076,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,17.10000038,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,18.79999924,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,17.79999924,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,19.60000038,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,18.60000038,,
GRC,Greece,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,20.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,18.39999962,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,19.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,18.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,21.29999924,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,23.60000038,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,26.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,28.60000038,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,28.10000038,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,26.20000076,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,20.39999962,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,18.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,19.29999924,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,21.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,20.39999962,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,16.39999962,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,13.60000038,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,12.60000038,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,14.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,14.5,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,15,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,15.39999962,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,15.30000019,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,13.30000019,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,12,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,10.89999962,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,10,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,8,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,7.599999905,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,8,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,8.100000382,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,8,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,7.900000095,,
HUN,Hungary,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,8.399999619,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,9.100000382,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,9.800000191,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,11.30000019,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,13.5,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,12.5,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,12,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,9.699999809,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,10.80000019,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,9.199999809,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,8.5,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,7.599999905,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,8.199999809,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,9.800000191,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,9,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,9.5,,
